# secret s0 s1 first_cycle_of_this_triple
64 23 47 128145
49 c7 8e 128161
a7 9d 3a 128177
8e 7a f4 128193
c3 41 82 128209
1b f6 ed 128225
86 7d fb 128241
e6 a2 44 128257
97 72 e5 128273
b7 6d da 128289
60 df bf 128305
40 c0 80 128321
5c 34 68 128337
db 49 92 128353
d1 4f 9e 128369
6a 26 4c 128385
01 00 01 128401
55 cc 99 128417
64 dc b8 128433
62 de bc 128449
18 08 10 128465
4e c5 8b 128481
38 e8 d0 128497
f1 50 a1 128513
0c 04 08 128529
f6 ad 5b 128545
bb 69 d2 128561
b3 6e dd 128577
14 0c 18 128593
db 49 92 128609
d7 b2 65 128625
fa a9 53 128641
0a 06 0c 128657
06 fd fb 128673
df 4a 95 128689
b7 92 25 128705
d7 b2 65 128721
0d fb f6 128737
6e 25 4b 128753
a9 98 31 128769
1f f5 ea 128785
fa 56 ac 128801
7f 2a 55 128817
d4 4c 98 128833
90 70 e0 128849
8b 79 f2 128865
22 e1 c3 128881
c6 42 84 128897
30 ef df 128913
dd b4 69 128929
bf 6a d5 128945
1c f4 e8 128961
24 e3 c7 128977
28 e7 cf 128993
7c 2b 57 129009
41 3f 7e 129025
e1 5f be 129041
22 e1 c3 129057
74 2c 58 129073
95 8c 19 129089
87 82 05 129105
ca 46 8c 129121
54 cc 98 129137
f5 ac 59 129153
43 c1 82 129169
63 de bd 129185
a6 62 c4 129201
d3 4e 9d 129217
d2 b1 63 129233
11 f0 e1 129249
29 18 31 129265
f0 50 a0 129281
40 3f 7f 129297
62 de bc 129313
f9 a8 51 129329
d6 4d 9b 129345
cb 46 8d 129361
65 dc b9 129377
7c 2b 57 129393
2d e4 c9 129409
7e d5 ab 129425
ca 46 8c 129441
0f fa f5 129457
cf ba 75 129473
54 cc 98 129489
c3 be 7d 129505
e5 5c b9 129521
e5 5c b9 129537
a1 60 c1 129553
fe aa 54 129569
2a 19 33 129585
8e 85 0b 129601
4a c6 8c 129617
f1 af 5e 129633
56 cd 9b 129649
45 3c 79 129665
1d f4 e9 129681
a4 63 c7 129697
96 72 e4 129713
ce 45 8b 129729
f8 57 af 129745
7d 2b 56 129761
5c cb 97 129777
97 72 e5 129793
09 07 0e 129809
d8 48 90 129825
36 ed db 129841
85 83 06 129857
ea a6 4c 129873
81 80 01 129889
0f 05 0a 129905
1d 0b 16 129921
58 c8 90 129937
6f da b5 129953
a7 9d 3a 129969
59 c8 91 129985
7e 2a 54 130001
09 07 0e 130017
ae 65 cb 130033
e4 5c b8 130049
66 22 44 130065
82 7e fc 130081
ac 9b 37 130097
25 1c 39 130113
f0 af 5f 130129
3a e9 d3 130145
6b 26 4d 130161
ac 64 c8 130177
f0 af 5f 130193
73 d1 a2 130209
bf 6a d5 130225
43 c1 82 130241
80 7f ff 130257
cb 46 8d 130273
0e 05 0b 130289
7b d6 ad 130305
5a 36 6c 130321
04 fc f8 130337
88 87 0f 130353
71 d0 a1 130369
df 4a 95 130385
9b 89 12 130401
16 f2 e4 130417
10 0f 1f 130433
fe aa 54 130449
69 27 4e 130465
c9 b8 71 130481
a7 9d 3a 130497
67 22 45 130513
38 e8 d0 130529
ea a6 4c 130545
3b e9 d2 130561
ee 5a b4 130577
f6 ad 5b 130593
c6 bd 7b 130609
b7 6d da 130625
2e 1a 34 130641
dc 4b 97 130657
13 f1 e2 130673
a8 67 cf 130689
6a d9 b3 130705
10 f0 e0 130721
60 df bf 130737
cd bb 76 130753
71 d0 a1 130769
e8 a7 4f 130785
6a 26 4c 130801
8c 7b f7 130817
bd 6b d6 130833
02 01 03 130849
6a 26 4c 130865
05 03 06 130881
e7 5d ba 130897
6b d9 b2 130913
4c c4 88 130929
db b6 6d 130945
86 82 04 130961
33 11 22 130977
e0 a0 40 130993
c0 40 80 131009
46 c2 84 131025
82 81 03 131041
75 d3 a6 131057
69 27 4e 131073
eb a6 4d 131089
ec a4 48 131105
f7 52 a5 131121
9c 8b 17 131137
95 8c 19 131153
ee a5 4b 131169
9f 75 ea 131185
de b5 6b 131201
02 fe fc 131217
d3 b1 62 131233
44 c3 87 131249
ca 46 8c 131265
45 3c 79 131281
d7 4d 9a 131297
9d 8b 16 131313
25 e3 c6 131329
78 28 50 131345
8b 86 0d 131361
83 81 02 131377
de b5 6b 131393
e2 a1 43 131409
b8 97 2f 131425
06 02 04 131441
13 f1 e2 131457
9b 89 12 131473
b6 6d db 131489
4a 39 73 131505
88 87 0f 131521
e0 5f bf 131537
b6 92 24 131553
9c 74 e8 131569
a3 61 c2 131585
a7 62 c5 131601
4c c4 88 131617
c3 41 82 131633
d9 48 91 131649
72 d1 a3 131665
5b c9 92 131681
20 1f 3f 131697
e0 a0 40 131713
ff 55 aa 131729
f0 af 5f 131745
1f 0a 15 131761
15 f3 e6 131777
69 d8 b1 131793
fa 56 ac 131809
88 78 f0 131825
91 70 e1 131841
90 8f 1f 131857
c6 42 84 131873
ad 64 c9 131889
47 c2 85 131905
2f e5 ca 131921
08 f8 f0 131937
f3 51 a2 131953
c6 bd 7b 131969
bb 69 d2 131985
c5 bc 79 132001
66 dd bb 132017
bb 69 d2 132033
01 00 01 132049
a0 60 c0 132065
bb 69 d2 132081
42 c1 83 132097
34 ec d8 132113
9d 8b 16 132129
2a 19 33 132145
4d 3b 76 132161
39 17 2e 132177
c4 bc 78 132193
50 30 60 132209
df 4a 95 132225
f5 53 a6 132241
a0 60 c0 132257
b4 6c d8 132273
c6 42 84 132289
19 08 11 132305
a0 9f 3f 132321
6e da b4 132337
5a c9 93 132353
aa 99 33 132369
14 f3 e7 132385
a1 60 c1 132401
9c 8b 17 132417
39 17 2e 132433
4f 3a 75 132449
03 fe fd 132465
e3 5e bd 132481
56 cd 9b 132497
14 f3 e7 132513
fd 54 a9 132529
1f 0a 15 132545
2c e4 c8 132561
18 08 10 132577
56 cd 9b 132593
b1 6f de 132609
4f c5 8a 132625
4d 3b 76 132641
a1 60 c1 132657
7b d6 ad 132673
04 03 07 132689
81 80 01 132705
ff aa 55 132721
4e c5 8b 132737
00 ff ff 132753
4a 39 73 132769
e3 a1 42 132785
a7 62 c5 132801
6c db b7 132817
ac 9b 37 132833
1a f6 ec 132849
98 88 10 132865
f9 a8 51 132881
ca b9 73 132897
5d cb 96 132913
94 8c 18 132929
8e 85 0b 132945
34 13 27 132961
db 49 92 132977
90 70 e0 132993
ee a5 4b 133009
6a 26 4c 133025
6e da b4 133041
c2 be 7c 133057
f6 ad 5b 133073
31 10 21 133089
ee a5 4b 133105
11 f0 e1 133121
8a 86 0c 133137
d8 b7 6f 133153
d5 b3 66 133169
2b e6 cd 133185
b6 6d db 133201
d5 b3 66 133217
57 cd 9a 133233
6d 24 49 133249
c1 40 81 133265
86 82 04 133281
6d db b6 133297
c4 43 87 133313
01 00 01 133329
18 08 10 133345
56 cd 9b 133361
b1 90 21 133377
b5 6c d9 133393
47 c2 85 133409
97 8d 1a 133425
3f ea d5 133441
77 d2 a5 133457
d0 b0 60 133473
b5 6c d9 133489
31 ef de 133505
af 65 ca 133521
1f 0a 15 133537
ce 45 8b 133553
7b 29 52 133569
a8 67 cf 133585
1c f4 e8 133601
8a 79 f3 133617
39 e8 d1 133633
34 13 27 133649
fe aa 54 133665
a3 9e 3d 133681
09 f8 f1 133697
e3 5e bd 133713
bd 6b d6 133729
ec a4 48 133745
c4 43 87 133761
3a 16 2c 133777
63 21 42 133793
03 fe fd 133809
44 3c 78 133825
d3 b1 62 133841
bf 6a d5 133857
77 2d 5a 133873
ed 5b b6 133889
32 ee dc 133905
2a e6 cc 133921
06 fd fb 133937
ea 59 b3 133953
49 c7 8e 133969
0a f9 f3 133985
c3 be 7d 134001
10 0f 1f 134017
61 df be 134033
5e ca 94 134049
74 2c 58 134065
c0 bf 7f 134081
cc bb 77 134097
ba 96 2c 134113
a1 60 c1 134129
d3 b1 62 134145
f6 52 a4 134161
f4 53 a7 134177
5b c9 92 134193
b9 68 d1 134209
81 80 01 134225
98 77 ef 134241
2a 19 33 134257
54 33 67 134273
fd 54 a9 134289
1a f6 ec 134305
55 cc 99 134321
c4 43 87 134337
7f d5 aa 134353
c2 41 83 134369
09 f8 f1 134385
98 88 10 134401
69 27 4e 134417
84 83 07 134433
e0 a0 40 134449
c1 bf 7e 134465
b1 6f de 134481
bf 6a d5 134497
de b5 6b 134513
27 1d 3a 134529
af 65 ca 134545
eb 59 b2 134561
fa a9 53 134577
c9 b8 71 134593
f0 50 a0 134609
e1 5f be 134625
e4 5c b8 134641
94 8c 18 134657
3b 16 2d 134673
e2 5e bc 134689
76 d2 a4 134705
1e f5 eb 134721
29 18 31 134737
3b e9 d2 134753
d1 b0 61 134769
6a 26 4c 134785
b5 93 26 134801
5b 36 6d 134817
da 49 93 134833
f5 53 a6 134849
ba 69 d3 134865
1a f6 ec 134881
f9 57 ae 134897
ce 45 8b 134913
1d f4 e9 134929
0b f9 f2 134945
99 88 11 134961
65 23 46 134977
02 01 03 134993
9c 8b 17 135009
a4 63 c7 135025
26 e2 c4 135041
41 3f 7e 135057
56 32 64 135073
5d cb 96 135089
1b f6 ed 135105
e6 5d bb 135121
21 e0 c1 135137
47 3d 7a 135153
13 0e 1d 135169
24 e3 c7 135185
23 e1 c2 135201
6b 26 4d 135217
e4 a3 47 135233
6b 26 4d 135249
15 f3 e6 135265
25 1c 39 135281
3e ea d4 135297
47 3d 7a 135313
8e 85 0b 135329
d7 b2 65 135345
cc 44 88 135361
34 13 27 135377
ca b9 73 135393
35 ec d9 135409
f4 ac 58 135425
6a 26 4c 135441
50 30 60 135457
f7 52 a5 135473
e2 a1 43 135489
a2 61 c3 135505
74 d3 a7 135521
ec a4 48 135537
8d 7b f6 135553
f2 51 a3 135569
47 c2 85 135585
cb b9 72 135601
4c 3b 77 135617
f2 51 a3 135633
3a e9 d3 135649
2f 1a 35 135665
dc b4 68 135681
9a 89 13 135697
a1 60 c1 135713
74 d3 a7 135729
7d d4 a9 135745
16 f2 e4 135761
06 fd fb 135777
d3 b1 62 135793
2b 19 32 135809
86 7d fb 135825
81 80 01 135841
93 8e 1d 135857
34 13 27 135873
aa 66 cc 135889
74 d3 a7 135905
4b 39 72 135921
a3 61 c2 135937
e5 5c b9 135953
e3 a1 42 135969
9d 74 e9 135985
4f 3a 75 136001
dc b4 68 136017
98 88 10 136033
86 7d fb 136049
01 ff fe 136065
d1 b0 61 136081
83 7e fd 136097
b7 6d da 136113
11 f0 e1 136129
78 28 50 136145
f8 57 af 136161
04 fc f8 136177
b6 6d db 136193
49 c7 8e 136209
76 d2 a4 136225
23 e1 c2 136241
18 08 10 136257
34 13 27 136273
5d cb 96 136289
d3 b1 62 136305
5e ca 94 136321
aa 99 33 136337
2b e6 cd 136353
67 22 45 136369
a0 9f 3f 136385
85 83 06 136401
b0 6f df 136417
4e c5 8b 136433
e4 a3 47 136449
35 ec d9 136465
25 e3 c6 136481
fe 55 ab 136497
db 49 92 136513
42 3e 7c 136529
76 2d 5b 136545
cb 46 8d 136561
3b 16 2d 136577
17 0d 1a 136593
5e ca 94 136609
93 71 e2 136625
77 d2 a5 136641
86 82 04 136657
2e 1a 34 136673
63 21 42 136689
93 71 e2 136705
f0 50 a0 136721
0e fa f4 136737
12 0e 1c 136753
1e 0a 14 136769
95 8c 19 136785
5d 34 69 136801
c2 41 83 136817
f0 50 a0 136833
a0 60 c0 136849
d0 b0 60 136865
ed a4 49 136881
75 2c 59 136897
a4 63 c7 136913
25 e3 c6 136929
d4 4c 98 136945
03 fe fd 136961
16 0d 1b 136977
c3 41 82 136993
94 73 e7 137009
db b6 6d 137025
b5 6c d9 137041
91 8f 1e 137057
fe 55 ab 137073
35 13 26 137089
26 1d 3b 137105
a1 60 c1 137121
23 1e 3d 137137
59 37 6e 137153
5a 36 6c 137169
62 21 43 137185
1b 09 12 137201
c4 43 87 137217
74 d3 a7 137233
aa 99 33 137249
6b d9 b2 137265
a9 67 ce 137281
fb a9 52 137297
f4 ac 58 137313
c4 43 87 137329
a4 63 c7 137345
70 d0 a0 137361
25 e3 c6 137377
2e e5 cb 137393
95 73 e6 137409
6c db b7 137425
57 cd 9a 137441
cb 46 8d 137457
95 8c 19 137473
9f 8a 15 137489
6e da b4 137505
88 87 0f 137521
81 80 01 137537
f8 57 af 137553
64 23 47 137569
a2 61 c3 137585
d1 b0 61 137601
21 e0 c1 137617
05 03 06 137633
3d eb d6 137649
99 77 ee 137665
61 df be 137681
2c e4 c8 137697
af 9a 35 137713
fb a9 52 137729
65 dc b9 137745
51 cf 9e 137761
46 3d 7b 137777
10 0f 1f 137793
25 e3 c6 137809
ae 65 cb 137825
db 49 92 137841
49 c7 8e 137857
48 c7 8f 137873
73 2e 5d 137889
ce 45 8b 137905
f5 ac 59 137921
bc 6b d7 137937
b7 92 25 137953
71 2f 5e 137969
2b e6 cd 137985
c2 be 7c 138001
dd b4 69 138017
3e 15 2b 138033
b8 97 2f 138049
ed a4 49 138065
e0 5f bf 138081
19 f7 ee 138097
01 00 01 138113
8e 85 0b 138129
be 6a d4 138145
df 4a 95 138161
82 7e fc 138177
9c 74 e8 138193
c3 41 82 138209
3c 14 28 138225
fd 54 a9 138241
03 01 02 138257
70 d0 a0 138273
5e ca 94 138289
eb a6 4d 138305
da b6 6c 138321
51 cf 9e 138337
32 ee dc 138353
86 7d fb 138369
b1 6f de 138385
c0 40 80 138401
b4 6c d8 138417
4b 39 72 138433
c5 43 86 138449
c5 bc 79 138465
82 7e fc 138481
5d cb 96 138497
d5 b3 66 138513
93 8e 1d 138529
aa 99 33 138545
79 d7 ae 138561
be 6a d4 138577
32 ee dc 138593
09 07 0e 138609
2b e6 cd 138625
07 02 05 138641
bb 96 2d 138657
02 01 03 138673
1e f5 eb 138689
fa a9 53 138705
cd bb 76 138721
00 ff ff 138737
44 c3 87 138753
7b 29 52 138769
e4 a3 47 138785
dd 4b 96 138801
12 0e 1c 138817
4a 39 73 138833
2e 1a 34 138849
d7 4d 9a 138865
59 37 6e 138881
0f fa f5 138897
47 3d 7a 138913
aa 99 33 138929
b8 97 2f 138945
7f 2a 55 138961
b0 6f df 138977
11 0f 1e 138993
3f ea d5 139009
c4 bc 78 139025
64 23 47 139041
83 81 02 139057
3c eb d7 139073
f2 ae 5c 139089
d5 4c 99 139105
53 31 62 139121
1d 0b 16 139137
52 ce 9c 139153
9e 8a 14 139169
b3 6e dd 139185
78 d7 af 139201
9e 8a 14 139217
69 d8 b1 139233
3d eb d6 139249
92 8e 1c 139265
8d 7b f6 139281
97 72 e5 139297
e7 a2 45 139313
e2 5e bc 139329
d8 b7 6f 139345
d1 b0 61 139361
55 cc 99 139377
12 0e 1c 139393
fb a9 52 139409
cc 44 88 139425
d5 b3 66 139441
73 2e 5d 139457
a6 9d 3b 139473
93 71 e2 139489
0f 05 0a 139505
e0 a0 40 139521
f8 57 af 139537
7b d6 ad 139553
86 7d fb 139569
d2 4e 9c 139585
9c 8b 17 139601
50 30 60 139617
67 22 45 139633
b3 6e dd 139649
c7 bd 7a 139665
96 72 e4 139681
41 c0 81 139697
66 dd bb 139713
6e 25 4b 139729
00 ff ff 139745
e0 a0 40 139761
4c 3b 77 139777
7c d4 a8 139793
56 cd 9b 139809
32 11 23 139825
b9 97 2e 139841
a5 63 c6 139857
53 31 62 139873
4a c6 8c 139889
d6 4d 9b 139905
84 83 07 139921
e1 a0 41 139937
25 1c 39 139953
97 72 e5 139969
2b e6 cd 139985
65 dc b9 140001
bd 6b d6 140017
81 7f fe 140033
f2 ae 5c 140049
7a d6 ac 140065
19 08 11 140081
e0 a0 40 140097
01 ff fe 140113
78 28 50 140129
5d cb 96 140145
37 12 25 140161
64 23 47 140177
78 28 50 140193
01 ff fe 140209
b7 6d da 140225
7f d5 aa 140241
d9 b7 6e 140257
6e 25 4b 140273
cc bb 77 140289
9d 74 e9 140305
ba 96 2c 140321
e1 5f be 140337
f5 53 a6 140353
5b c9 92 140369
4d c4 89 140385
a6 62 c4 140401
93 8e 1d 140417
6b d9 b2 140433
3f 15 2a 140449
11 0f 1e 140465
36 12 24 140481
11 0f 1e 140497
30 10 20 140513
a1 9f 3e 140529
df 4a 95 140545
31 10 21 140561
3f 15 2a 140577
d4 4c 98 140593
08 f8 f0 140609
aa 99 33 140625
da b6 6c 140641
a9 67 ce 140657
c3 41 82 140673
81 80 01 140689
73 2e 5d 140705
34 13 27 140721
c8 b8 70 140737
31 10 21 140753
71 d0 a1 140769
05 fc f9 140785
91 70 e1 140801
60 20 40 140817
36 12 24 140833
c7 bd 7a 140849
f5 53 a6 140865
5d cb 96 140881
c1 bf 7e 140897
c4 43 87 140913
c7 42 85 140929
88 78 f0 140945
5e ca 94 140961
9e 8a 14 140977
50 30 60 140993
cf 45 8a 141009
b7 6d da 141025
c3 41 82 141041
5c 34 68 141057
c3 be 7d 141073
49 c7 8e 141089
e0 5f bf 141105
09 f8 f1 141121
46 c2 84 141137
ca 46 8c 141153
02 01 03 141169
a0 9f 3f 141185
4e 3a 74 141201
91 70 e1 141217
0b f9 f2 141233
fe 55 ab 141249
20 e0 c0 141265
0d fb f6 141281
9c 74 e8 141297
e0 5f bf 141313
e9 58 b1 141329
99 77 ee 141345
a7 62 c5 141361
a7 9d 3a 141377
4c 3b 77 141393
c3 be 7d 141409
02 fe fc 141425
ba 96 2c 141441
c8 b8 70 141457
2a e6 cc 141473
83 7e fd 141489
73 d1 a2 141505
2b e6 cd 141521
46 c2 84 141537
d6 4d 9b 141553
8c 7b f7 141569
8f 85 0a 141585
19 f7 ee 141601
98 77 ef 141617
b2 91 23 141633
4b c6 8d 141649
ff 55 aa 141665
eb 59 b2 141681
41 3f 7e 141697
b4 93 27 141713
2e 1a 34 141729
c5 bc 79 141745
6f da b5 141761
41 3f 7e 141777
ba 96 2c 141793
7e 2a 54 141809
ed a4 49 141825
d2 b1 63 141841
6e 25 4b 141857
13 f1 e2 141873
6f da b5 141889
4c 3b 77 141905
7c d4 a8 141921
a6 9d 3b 141937
f4 53 a7 141953
18 f7 ef 141969
76 d2 a4 141985
a4 9c 38 142001
78 28 50 142017
67 22 45 142033
13 f1 e2 142049
1c 0b 17 142065
41 3f 7e 142081
5f ca 95 142097
1b f6 ed 142113
82 81 03 142129
69 27 4e 142145
29 e7 ce 142161
24 1c 38 142177
33 11 22 142193
4c c4 88 142209
35 ec d9 142225
99 77 ee 142241
74 d3 a7 142257
74 d3 a7 142273
c7 42 85 142289
81 7f fe 142305
ad 64 c9 142321
db 49 92 142337
3d eb d6 142353
3a e9 d3 142369
42 3e 7c 142385
24 e3 c7 142401
50 cf 9f 142417
04 fc f8 142433
bc 94 28 142449
d0 b0 60 142465
6a d9 b3 142481
4c 3b 77 142497
1d f4 e9 142513
4d 3b 76 142529
a6 62 c4 142545
c3 41 82 142561
44 3c 78 142577
9e 75 eb 142593
9f 8a 15 142609
fd ab 56 142625
0e 05 0b 142641
33 ee dd 142657
f4 ac 58 142673
d0 4f 9f 142689
b2 6e dc 142705
b9 97 2e 142721
93 8e 1d 142737
47 3d 7a 142753
3e ea d4 142769
35 ec d9 142785
a4 9c 38 142801
54 cc 98 142817
fe 55 ab 142833
74 d3 a7 142849
c5 bc 79 142865
85 83 06 142881
1a f6 ec 142897
56 cd 9b 142913
bb 69 d2 142929
35 13 26 142945
76 2d 5b 142961
5a c9 93 142977
6e 25 4b 142993
10 0f 1f 143009
12 f1 e3 143025
1b 09 12 143041
5c cb 97 143057
03 fe fd 143073
2a e6 cc 143089
7f 2a 55 143105
c2 41 83 143121
11 0f 1e 143137
c5 43 86 143153
28 e7 cf 143169
52 31 63 143185
ee 5a b4 143201
96 72 e4 143217
0d fb f6 143233
50 30 60 143249
a1 60 c1 143265
0b f9 f2 143281
a2 61 c3 143297
cc bb 77 143313
40 c0 80 143329
12 0e 1c 143345
45 c3 86 143361
ee a5 4b 143377
d5 b3 66 143393
f8 57 af 143409
19 08 11 143425
bf 95 2a 143441
4c c4 88 143457
2f e5 ca 143473
0f fa f5 143489
f2 51 a3 143505
c8 47 8f 143521
44 3c 78 143537
85 7c f9 143553
2b 19 32 143569
43 3e 7d 143585
2f 1a 35 143601
0c fb f7 143617
ef 5a b5 143633
d6 b2 64 143649
04 fc f8 143665
33 ee dd 143681
db b6 6d 143697
93 8e 1d 143713
b6 6d db 143729
03 fe fd 143745
35 13 26 143761
ee a5 4b 143777
79 d7 ae 143793
b0 90 20 143809
36 ed db 143825
34 13 27 143841
41 3f 7e 143857
61 df be 143873
33 11 22 143889
de b5 6b 143905
7d 2b 56 143921
60 df bf 143937
f4 ac 58 143953
71 2f 5e 143969
40 c0 80 143985
0d 04 09 144001
7e 2a 54 144017
0e 05 0b 144033
9b 89 12 144049
97 8d 1a 144065
75 d3 a6 144081
b6 6d db 144097
d8 b7 6f 144113
e2 a1 43 144129
14 0c 18 144145
c2 41 83 144161
c0 40 80 144177
50 30 60 144193
2e 1a 34 144209
71 2f 5e 144225
db b6 6d 144241
6a d9 b3 144257
2a 19 33 144273
af 9a 35 144289
6b d9 b2 144305
52 ce 9c 144321
3e 15 2b 144337
d8 b7 6f 144353
c4 bc 78 144369
f2 51 a3 144385
b7 6d da 144401
1f f5 ea 144417
39 e8 d1 144433
cb 46 8d 144449
72 d1 a3 144465
09 f8 f1 144481
b7 6d da 144497
da 49 93 144513
04 fc f8 144529
21 e0 c1 144545
d4 4c 98 144561
c8 b8 70 144577
04 03 07 144593
d5 b3 66 144609
fd 54 a9 144625
c1 40 81 144641
07 fd fa 144657
1a 09 13 144673
13 f1 e2 144689
bf 95 2a 144705
88 87 0f 144721
60 20 40 144737
0f fa f5 144753
84 7c f8 144769
93 71 e2 144785
de 4a 94 144801
46 c2 84 144817
01 00 01 144833
a4 9c 38 144849
1d 0b 16 144865
c0 40 80 144881
6a d9 b3 144897
86 7d fb 144913
fc 54 a8 144929
04 03 07 144945
4e c5 8b 144961
3d eb d6 144977
67 dd ba 144993
a4 9c 38 145009
9e 8a 14 145025
10 f0 e0 145041
9a 89 13 145057
04 03 07 145073
bf 95 2a 145089
56 32 64 145105
49 38 71 145121
89 78 f1 145137
37 ed da 145153
a0 60 c0 145169
3b 16 2d 145185
67 22 45 145201
10 f0 e0 145217
35 ec d9 145233
60 df bf 145249
c0 40 80 145265
0a 06 0c 145281
33 ee dd 145297
a2 61 c3 145313
93 8e 1d 145329
cf ba 75 145345
ca 46 8c 145361
98 77 ef 145377
5f ca 95 145393
a3 9e 3d 145409
f5 53 a6 145425
c3 41 82 145441
e1 5f be 145457
2f 1a 35 145473
b3 91 22 145489
27 e2 c5 145505
fb 56 ad 145521
8f 7a f5 145537
44 3c 78 145553
86 82 04 145569
49 c7 8e 145585
5c cb 97 145601
7c d4 a8 145617
1f 0a 15 145633
95 73 e6 145649
60 20 40 145665
04 03 07 145681
6e 25 4b 145697
fc 54 a8 145713
31 10 21 145729
04 03 07 145745
ab 99 32 145761
2b e6 cd 145777
b3 91 22 145793
6a 26 4c 145809
eb 59 b2 145825
45 c3 86 145841
db b6 6d 145857
aa 66 cc 145873
fd 54 a9 145889
47 c2 85 145905
80 7f ff 145921
5a 36 6c 145937
e2 5e bc 145953
d2 b1 63 145969
0a f9 f3 145985
af 65 ca 146001
26 1d 3b 146017
64 dc b8 146033
ec a4 48 146049
de b5 6b 146065
29 e7 ce 146081
99 77 ee 146097
44 3c 78 146113
9f 75 ea 146129
28 e7 cf 146145
00 00 00 146161
b7 6d da 146177
32 11 23 146193
ef a5 4a 146209
d6 4d 9b 146225
ed a4 49 146241
d1 b0 61 146257
0e 05 0b 146273
c3 be 7d 146289
b6 6d db 146305
ed 5b b6 146321
cd 44 89 146337
88 87 0f 146353
ad 64 c9 146369
56 cd 9b 146385
99 88 11 146401
3b 16 2d 146417
b7 92 25 146433
c1 bf 7e 146449
b0 6f df 146465
4d 3b 76 146481
02 fe fc 146497
00 00 00 146513
a3 9e 3d 146529
bf 95 2a 146545
e6 5d bb 146561
79 28 51 146577
88 78 f0 146593
bd 94 29 146609
f6 52 a4 146625
dd 4b 96 146641
9c 74 e8 146657
07 fd fa 146673
53 31 62 146689
d8 48 90 146705
f8 a8 50 146721
ee a5 4b 146737
e6 5d bb 146753
19 f7 ee 146769
5e 35 6b 146785
65 23 46 146801
50 30 60 146817
58 c8 90 146833
21 1f 3e 146849
97 8d 1a 146865
fa a9 53 146881
b4 93 27 146897
03 fe fd 146913
85 83 06 146929
a4 63 c7 146945
6c db b7 146961
76 2d 5b 146977
4b 39 72 146993
03 01 02 147009
9b 89 12 147025
8d 84 09 147041
09 f8 f1 147057
ac 64 c8 147073
96 8d 1b 147089
9f 75 ea 147105
d9 48 91 147121
95 8c 19 147137
68 d8 b0 147153
f8 57 af 147169
e8 58 b0 147185
b2 6e dc 147201
ec 5b b7 147217
7c 2b 57 147233
87 7d fa 147249
d5 b3 66 147265
74 d3 a7 147281
89 78 f1 147297
5d 34 69 147313
bc 6b d7 147329
d7 b2 65 147345
2f 1a 35 147361
f3 51 a2 147377
fa a9 53 147393
0a 06 0c 147409
b7 92 25 147425
7c d4 a8 147441
1f 0a 15 147457
13 f1 e2 147473
ef 5a b5 147489
95 73 e6 147505
9c 74 e8 147521
f0 af 5f 147537
1f 0a 15 147553
b6 6d db 147569
5b 36 6d 147585
6d 24 49 147601
be 6a d4 147617
a6 9d 3b 147633
b5 6c d9 147649
62 21 43 147665
2a e6 cc 147681
a0 60 c0 147697
48 38 70 147713
ab 66 cd 147729
cc 44 88 147745
60 20 40 147761
bd 6b d6 147777
d5 b3 66 147793
21 e0 c1 147809
53 31 62 147825
d5 4c 99 147841
fd 54 a9 147857
15 0c 19 147873
cd 44 89 147889
10 0f 1f 147905
18 08 10 147921
71 d0 a1 147937
16 0d 1b 147953
56 32 64 147969
20 e0 c0 147985
34 ec d8 148001
28 18 30 148017
6e da b4 148033
54 cc 98 148049
b6 92 24 148065
36 ed db 148081
20 e0 c0 148097
74 2c 58 148113
bf 95 2a 148129
b5 93 26 148145
cd bb 76 148161
6d db b6 148177
83 7e fd 148193
28 e7 cf 148209
1c 0b 17 148225
92 8e 1c 148241
55 cc 99 148257
35 13 26 148273
8f 85 0a 148289
25 1c 39 148305
9b 89 12 148321
d2 4e 9c 148337
d0 4f 9f 148353
de b5 6b 148369
b7 92 25 148385
79 28 51 148401
82 81 03 148417
b6 92 24 148433
f5 53 a6 148449
aa 66 cc 148465
ab 66 cd 148481
b5 93 26 148497
1b f6 ed 148513
54 33 67 148529
60 20 40 148545
e9 a7 4e 148561
68 d8 b0 148577
1c 0b 17 148593
9e 75 eb 148609
07 fd fa 148625
3b 16 2d 148641
54 33 67 148657
11 0f 1e 148673
93 71 e2 148689
a9 67 ce 148705
0c 04 08 148721
9d 8b 16 148737
48 c7 8f 148753
bb 69 d2 148769
c4 43 87 148785
c0 40 80 148801
de b5 6b 148817
e7 5d ba 148833
cf 45 8a 148849
c2 be 7c 148865
fe aa 54 148881
41 c0 81 148897
ea a6 4c 148913
67 dd ba 148929
94 8c 18 148945
1d f4 e9 148961
c2 41 83 148977
21 1f 3e 148993
1a f6 ec 149009
49 c7 8e 149025
93 8e 1d 149041
59 c8 91 149057
cc bb 77 149073
c9 47 8e 149089
fe aa 54 149105
b2 6e dc 149121
af 9a 35 149137
6e 25 4b 149153
29 18 31 149169
23 1e 3d 149185
d2 4e 9c 149201
c7 bd 7a 149217
57 32 65 149233
6a 26 4c 149249
2e e5 cb 149265
98 88 10 149281
f6 ad 5b 149297
a2 9e 3c 149313
5c 34 68 149329
9b 76 ed 149345
bf 95 2a 149361
55 cc 99 149377
3d 14 29 149393
78 28 50 149409
88 87 0f 149425
f3 51 a2 149441
98 77 ef 149457
66 22 44 149473
28 18 30 149489
75 d3 a6 149505
e8 a7 4f 149521
